positiv;22.07.2016 09:04;"I GAINED 85 FREE FOLLOWERS   Huddersfield SDCC2016 RobManfred";[{u'indices': [52, 65], u'text': u'Huddersfield'}, {u'indices': [67, 76], u'text': u'SDCC2016'}, {u'indices': [78, 89], u'text': u'RobManfred'}]
neutral;22.07.2016 09:06;"I got to break the dance floor ice at omnia. (People thought security was blocking the floor. False.) Now I'm invisible again. ""SDCC2016";[{u'indices': [38, 44], u'text': u'omnia'}, {u'indices': [129, 138], u'text': u'SDCC2016'}]
positiv;22.07.2016 09:10;I HOPE BOB POSTS A SELFIE BEFORE SDCC;[]
positiv;22.07.2016 09:11;I HOPE MY KING POSTS PRE SDCC SELFIE;[]
positiv;22.07.2016 09:08;I liked a  video  Man in the High Castle: How the World Expands in Season 2 - SDCC 2016;[]
positiv;22.07.2016 09:03;I liked a  video  Marvel's Iron Fist - SDCC - First Look - Netflix [HD];[]
positiv;22.07.2016 09:05;I liked a  video  Marvel's Luke Cage - SDCC - Teaser - Netflix [HD];[]
positiv;22.07.2016 09:03;I liked a  video  Marvel's The Defenders - SDCC Teaser - Netflix [HD];[]
positiv;22.07.2016 09:13;I liked a  video  Marvel's The Defenders - SDCC Teaser - Netflix [Nederlands];[]
positiv;22.07.2016 09:12;I liked a  video  Talking Spider-Man on PS4, Luke Cage and Marvel Movies with Agent M - SDCC 2016;[]
positiv;22.07.2016 09:09;I liked a  video  Voltron Creators on Why They Went for That Big Twist - SDCC 2016;[]
positiv;22.07.2016 09:03;I liked a  video from   Marvel's The Defenders - SDCC Teaser Netflix Reaction SDCC2016;[{u'indices': [123, 132], u'text': u'SDCC2016'}]
positiv;22.07.2016 09:10;"I liked a  video from   SDCC 2016: ""South Park 20"" interactive offsite experience (NSFW)";[]
positiv;22.07.2016 09:09;I NEED THISSSSS ;[]
neutral;22.07.2016 09:07;i panel in programma per oggi sono bones, game of thrones, agents of shield e screem queens. SDCC2016;[{u'indices': [93, 102], u'text': u'SDCC2016'}]
positiv;22.07.2016 09:03;I wish I was at SDCC2016;[{u'indices': [16, 25], u'text': u'SDCC2016'}]
positiv;22.07.2016 09:07;I wish I was there SDCC;[{u'indices': [19, 24], u'text': u'SDCC'}]
positiv;22.07.2016 09:10;ICYMI Today!   - Hope you have an amazing time at SDCC! ;[{u'indices': [0, 6], u'text': u'ICYMI'}, {u'indices': [74, 79], u'text': u'SDCC'}]
positiv;22.07.2016 09:15;I'm excited to be a backer of this project. ;[]
negativ;22.07.2016 09:08;IM NOT GONNA WATCH IT YET I DONT WANT TO CRY ;[]
negativ;22.07.2016 09:11;I'M NOT OKAY I'M CRYING  ;[]
negativ;22.07.2016 09:06;im ready to die ;[]
positiv;22.07.2016 09:09;I'm so damn exited for this figure you have no idea ;[]
positiv;22.07.2016 09:10;"Inside the party before the crowd. They usually throw one of the best parties of SDCC. IGNBash2016  MORE &gt;&gt; ";[{u'indices': [81, 86], u'text': u'SDCC'}, {u'indices': [88, 100], u'text': u'IGNBash2016'}]
positiv;22.07.2016 09:14;IronFist DaredevilSeason3 TeenWolfSeason6 LukeCage I CAN'T WAIT FOR MOREEEEEE! SDCC2016;[{u'indices': [0, 9], u'text': u'IronFist'}, {u'indices': [10, 27], u'text': u'DaredevilSeason3'}, {u'indices': [28, 44], u'text': u'TeenWolfSeason6'}, {u'indices': [45, 54], u'text': u'LukeCage'}, {u'indices': [83, 92], u'text': u'SDCC2016'}]
positiv;22.07.2016 09:10;IS BOB GONNA POST PRE SDCC SELFIE I HOPE SO;[{u'indices': [22, 27], u'text': u'SDCC'}]
neutral;22.07.2016 09:11;"Is the  movie fight going to be View Askewniverse themed &amp; called 'Mooby Fights'?  ScreenJunkiesCentral SDCC";[{u'indices': [116, 137], u'text': u'ScreenJunkiesCentral'}, {u'indices': [138, 143], u'text': u'SDCC'}]
negativ;22.07.2016 09:14;It's that time of year again.. trailers and news for tv shows and movies everywhere!! Why am I not in California?! SDCC2016;[{u'indices': [115, 124], u'text': u'SDCC2016'}]
neutral;22.07.2016 09:12;Joe Quesada on Luke Cage Embracing NYC and Iron Fist's Villain Count - SDCC 2016: Marvel CCO Joe Quesada talk... ;[]
positiv;22.07.2016 09:09;"July 22nd 2016; SDCC
*Aaron Webber walks on stage*
*Audience goes wild*
*Aaron inhales*
""BIG'S FISHING ADVENTURE 3!!""
*Auditorium EXPLODES*";[]
negativ;22.07.2016 09:09;Just seeing SDCC makes me tear up;[{u'indices': [12, 17], u'text': u'SDCC'}]
negativ;22.07.2016 09:07;Just seeing the SDCC makes me tear up;[{u'indices': [16, 21], u'text': u'SDCC'}]
negativ;22.07.2016 09:13;Last minute SDCC packing to THIS VERY APT TUNE ;[{u'indices': [12, 17], u'text': u'SDCC'}]
positiv;22.07.2016 09:09;Love it!! Happy Birthday Ryu by the way!! ;[]
positiv;22.07.2016 09:06;LoveLoveLoveeeeeeeee ;[]
neutral;22.07.2016 09:09;Make sure to catch TheTitanMovie's (and GameOfThrones)  at SDCC2016! ;[{u'indices': [19, 33], u'text': u'TheTitanMovie'}, {u'indices': [41, 55], u'text': u'GameOfThrones'}, {u'indices': [75, 84], u'text': u'SDCC2016'}]
negativ;22.07.2016 09:04;Marvel kills it at SDCC every year, we've learned to celebrate and accept it. DC fans like myself take it with a grain of salt ;[{u'indices': [19, 24], u'text': u'SDCC'}]
neutral;22.07.2016 09:13;Marvel Releases New Defenders Logo   via ;[]
neutral;22.07.2016 09:11;Marvel's Iron Fist - SDCC - First Look - Netflix ;[]
neutral;22.07.2016 09:13;Marvel's Luke Cage - SDCC - Teaser - Netflix [HD]  via ;[]
neutral;22.07.2016 09:11;Marvel's The Defenders - SDCC Teaser - Netflix [HD] ;[]
neutral;22.07.2016 09:04;MarvelSDCC has unveiled the first trailer for the upcoming Defenders series! Check it out:  SDCC2016;[{u'indices': [0, 11], u'text': u'MarvelSDCC'}, {u'indices': [60, 70], u'text': u'Defenders'}, {u'indices': [117, 126], u'text': u'SDCC2016'}]
neutral;22.07.2016 09:12;Mcthor...it's the feeling I get when the nuggets kick my as the next day ;[]
neutral;22.07.2016 09:05;Moana opening scene and costume worn by Dwayne Johnson's Maui addressed at SDCC 2016 ;[]
neutral;22.07.2016 09:09;Models Walk Her Universe Runway At Comic Con SDCC  oaknews;[{u'indices': [45, 50], u'text': u'SDCC'}, {u'indices': [75, 83], u'text': u'oaknews'}]
neutral;22.07.2016 09:08;"Monster High SDCC 2016 Preview Night
 ";[]
neutral;22.07.2016 09:10;"More  3.75"" figures are coming this year from  sdcc ";[{u'indices': [67, 72], u'text': u'sdcc'}]
positiv;22.07.2016 09:07;Must... Watch... Hero... Movie... ;[]
positiv;22.07.2016 09:13;My brother, who's normally dead asleep by 12, DID NOT SLEEP AT ALL because of SDCC TWD trailer hype. He's been going on about it for weeks.;[]
positiv;22.07.2016 09:15;My dream is to go to SDCC one year. wishiwasthere;[{u'indices': [21, 26], u'text': u'SDCC'}, {u'indices': [37, 51], u'text': u'wishiwasthere'}]
positiv;22.07.2016 09:09;my idol is such a godess, so proud of her   ;[]
positiv;22.07.2016 09:16;my love ;[]
positiv;22.07.2016 09:13;"Netflix + Marvel = PERFECTION. 
SDCC2016";[{u'indices': [32, 41], u'text': u'SDCC2016'}]
positiv;22.07.2016 09:15;"Nice cape action.
.
.
StarWars SDCC sdcc2016 costumedesign RogueOne comiccon geekery ";[{u'indices': [22, 31], u'text': u'StarWars'}, {u'indices': [32, 37], u'text': u'SDCC'}, {u'indices': [38, 47], u'text': u'sdcc2016'}, {u'indices': [48, 62], u'text': u'costumedesign'}, {u'indices': [63, 72], u'text': u'RogueOne'}, {u'indices': [73, 82], u'text': u'comiccon'}, {u'indices': [83, 91], u'text': u'geekery'}]
neutral;22.07.2016 09:08;OH SHIT OH SHIT OH SHIT ;[]
neutral;22.07.2016 09:04;Olicity SDCC Happenings - Friday, July 22nd ;[{u'indices': [0, 8], u'text': u'Olicity'}]
neutral;22.07.2016 09:13;On ship tous ;[]
positiv;22.07.2016 09:04;"Our girls in line for Bones final SDCC panel, catching up on s11 finale
BonesFarewell is a serious business here! ";[{u'indices': [22, 28], u'text': u'Bones'}, {u'indices': [35, 40], u'text': u'SDCC'}, {u'indices': [74, 88], u'text': u'BonesFarewell'}]
neutral;22.07.2016 09:06;Pinback Bobble Funko Pop SDCC 2016 Teen Titans Starfire Flash Robin Batman Wonder Woman Set 3  Store Mall;[{u'indices': [0, 8], u'text': u'Pinback'}, {u'indices': [9, 16], u'text': u'Bobble'}, {u'indices': [17, 23], u'text': u'Funko'}, {u'indices': [71, 78], u'text': u'Batman'}, {u'indices': [122, 128], u'text': u'Store'}, {u'indices': [129, 134], u'text': u'Mall'}]
neutral;22.07.2016 09:07;Please, if you find a online shop that sells Doctor Strange Funko Pop worldwide, let me know! SDCC DoctorStrange;[{u'indices': [94, 99], u'text': u'SDCC'}, {u'indices': [100, 114], u'text': u'DoctorStrange'}]
neutral;22.07.2016 09:10;pokemongo in downtown sdcc2016 ;[{u'indices': [0, 10], u'text': u'pokemongo'}, {u'indices': [23, 32], u'text': u'sdcc2016'}]
neutral;22.07.2016 09:08;Portia Doubleday au Comic-Con 2016. SDCC ;[{u'indices': [36, 41], u'text': u'SDCC'}]
neutral;22.07.2016 09:11;PRE SDCC SELFIE OR ELSE;[]
positiv;22.07.2016 09:09;Quick word of warning, gonna be a lot of SDCC2016 posts on my page.. fangirling overload imminent.;[{u'indices': [41, 50], u'text': u'SDCC2016'}]
neutral;22.07.2016 09:06;Reinhardt at your service!!!! ;[]
neutral;22.07.2016 09:10;Ride from LAX to Temecula at 12:30 in the morning? Sure, why not? May as well head down to SDCC since I'm so close.;[{u'indices': [91, 96], u'text': u'SDCC'}]
negativ;22.07.2016 09:15;Right in the feels  ;[]
neutral;22.07.2016 09:09;sdcc - where your sleep cycle is dictated by your battery charge cycle.;[{u'indices': [0, 5], u'text': u'sdcc'}]
neutral;22.07.2016 09:03;SDCC 2016 : Netflix et Marvel montrent Luke Cage, Iron Fist et The Defenders ;[]
neutral;22.07.2016 09:15;SDCC 2016 Mattel Ever After High Cedar Wood Doll Presale Mattel  via  sdcc everafterhigh sdcc16 sdcc2016;[{u'indices': [57, 64], u'text': u'Mattel'}, {u'indices': [99, 104], u'text': u'sdcc'}, {u'indices': [105, 119], u'text': u'everafterhigh'}, {u'indices': [120, 127], u'text': u'sdcc16'}, {u'indices': [128, 137], u'text': u'sdcc2016'}]
neutral;22.07.2016 09:09;SDCC 2016: First Teaser For Marvel's Iron Fist is Here! ;[]
neutral;22.07.2016 09:10;SDCC 2016: Will Arnett Presents Live From Comic-Con... ;[]
neutral;22.07.2016 09:06;"SDCC Day 1= watched   FatmanOnBatman; drinks w/   minimates w/  NOCSDCC";[{u'indices': [0, 5], u'text': u'SDCC'}, {u'indices': [52, 67], u'text': u'FatmanOnBatman'}, {u'indices': [132, 140], u'text': u'NOCSDCC'}]
positiv;22.07.2016 09:08;SDCC IS SUCH A BLESSING ;[]
neutral;22.07.2016 09:16;SDCC is tomorrow and here I am, awake and on twitter;[]
neutral;22.07.2016 09:13;sdcc last year tho ;[]
positiv;22.07.2016 09:05;SDCC Photos : CBS Fan Favorites  NCIS CriminalMinds NCISLA Zoo CriminalMindsbeyondBorders ;[{u'indices': [56, 61], u'text': u'NCIS'}, {u'indices': [62, 76], u'text': u'CriminalMinds'}, {u'indices': [77, 84], u'text': u'NCISLA'}, {u'indices': [85, 89], u'text': u'Zoo'}, {u'indices': [90, 117], u'text': u'CriminalMindsbeyondBorders'}]
neutral;22.07.2016 09:15;"SDCC Video : THE MAN IN THE HIGH CASTLE Season 2 Trailer &amp; Clip  themaninthehighcastle sdcc";[{u'indices': [92, 114], u'text': u'themaninthehighcastle'}, {u'indices': [115, 120], u'text': u'sdcc'}]
neutral;22.07.2016 09:15;"SDCC: ""Justice League Action"" Highlight Reel Debuts First Footage from Animated Series | Comic Book Resources ";[]
neutral;22.07.2016 09:05;"SDCC: '70s Icons Collide in ""Wonder Woman/Bionic Woman"" Crossover  ";[]
neutral;22.07.2016 09:14;SDCC: New red band trailer for adult animated comedy Sausage Party  ;[]
neutral;22.07.2016 09:15;SDCC: Telltale's TheWalkingDead Season 3 Screenshots Emerge.  ;[{u'indices': [0, 5], u'text': u'SDCC'}, {u'indices': [18, 33], u'text': u'TheWalkingDead'}]
neutral;22.07.2016 09:15;SDCC: The Walking Dead Fans Get Up Close And Personal With Season 6 Finale Negan Scene At The AMC TWD Stall [Video] ;[]
neutral;22.07.2016 09:11;"sdcc2016 sleepingsituation! Lol
7 men and one woman! sleep comiccon thetravelingnerd godhatesgeeks ";[{u'indices': [0, 9], u'text': u'sdcc2016'}, {u'indices': [10, 28], u'text': u'sleepingsituation'}, {u'indices': [55, 61], u'text': u'sleep'}, {u'indices': [62, 71], u'text': u'comiccon'}, {u'indices': [72, 89], u'text': u'thetravelingnerd'}, {u'indices': [90, 104], u'text': u'godhatesgeeks'}]
neutral;22.07.2016 09:10;Snowden's SDCC Trailer  ;[]
neutral;22.07.2016 09:07;So.....Starbucks line is the shortest line at  . Go figure. sdcc2016 aka Linecon;[{u'indices': [70, 79], u'text': u'sdcc2016'}]
neutral;22.07.2016 09:05;Spockin it up at SDCC2016! Pict by  LiveLongAndProsper Spock StarTrek LeonardNimoy GeneRoddenberry ;[{u'indices': [17, 26], u'text': u'SDCC2016'}, {u'indices': [49, 68], u'text': u'LiveLongAndProsper'}, {u'indices': [69, 75], u'text': u'Spock'}, {u'indices': [76, 85], u'text': u'StarTrek'}, {u'indices': [86, 99], u'text': u'LeonardNimoy'}, {u'indices': [100, 116], u'text': u'GeneRoddenberry'}]
neutral;22.07.2016 09:04;SPOILERS AHOY!  ;[]
neutral;22.07.2016 09:08;starwars r2d2 2016 SDCC Exclusive Star Wars Black Series Obi-Wan Kenobi in Hand Ready to Ship  theforceawakens;[{u'indices': [0, 9], u'text': u'starwars'}, {u'indices': [10, 15], u'text': u'r2d2'}, {u'indices': [120, 136], u'text': u'theforceawakens'}]
neutral;22.07.2016 09:08;starwars r2d2 LEGO STAR WARS POLYBAG A-WING PILOT REBEL NEW IN BAG MINT CONDITION 5004408 SDCC  theforceawakens;[{u'indices': [0, 9], u'text': u'starwars'}, {u'indices': [10, 15], u'text': u'r2d2'}, {u'indices': [121, 137], u'text': u'theforceawakens'}]
negativ;22.07.2016 09:11;Steven Moffat. Said. Those. Exact. Words. SDCC2016 imnotokay ;[{u'indices': [42, 51], u'text': u'SDCC2016'}, {u'indices': [52, 62], u'text': u'imnotokay'}]
neutral;22.07.2016 09:10;Stone's Snowden Gets A SDCC Trailer  via ;[]
neutral;22.07.2016 09:12;Street Fighter V Chun Li!! ;[]
neutral;22.07.2016 09:15;Sweden new Aquaman sketch for the collection from my friend  sdcc ;[{u'indices': [11, 19], u'text': u'Aquaman'}, {u'indices': [80, 85], u'text': u'sdcc'}]
neutral;22.07.2016 09:06;tag urself im the right Nike sandal on the floor ;[]
neutral;22.07.2016 09:09;Tardis Through The Wormhole Dress At Her Universe SDCC  oaknews;[{u'indices': [50, 55], u'text': u'SDCC'}, {u'indices': [80, 88], u'text': u'oaknews'}]
positiv;22.07.2016 09:16;Thank fuckin god, we can finally just focus on the female heroine ;[]
positiv;22.07.2016 09:11;THANK Y OU GOD ;[]
positiv;22.07.2016 09:10;THAT MADE ME CRY THIS IS BEAUTIFUL ;[]
positiv;22.07.2016 09:06;That's how it should be... ;[]
positiv;22.07.2016 09:09;That's my boy!!!! ;[]
negativ;22.07.2016 09:11;"the 4th pic tho? they all look like 'bitch u did not' as if kirkman said ""they can all die. no one's safe"" ";[]
neutral;22.07.2016 09:16;the cast goofing around at the HBO / Cinemax party at SDCC2016 ;[{u'indices': [54, 63], u'text': u'SDCC2016'}]
neutral;22.07.2016 09:03;The cast of Luke Cage is at SDCC2016;[{u'indices': [28, 37], u'text': u'SDCC2016'}]
neutral;22.07.2016 09:04;The latest 1440 reading...!  Thanks to    rncincle sdcc2016;[{u'indices': [103, 112], u'text': u'rncincle'}, {u'indices': [113, 122], u'text': u'sdcc2016'}]
neutral;22.07.2016 09:11;The latest Steve Oatway Photography daily!  ewcomiccon sdcc;[{u'indices': [67, 78], u'text': u'ewcomiccon'}, {u'indices': [79, 84], u'text': u'sdcc'}]
positiv;22.07.2016 09:07;THIS IS A TRIO I WOULD BE BEHIND AND IN FRONT OF AND ON TOP OF AND UNDERNEATH. (they're all hot gfy)  ;[]
positiv;22.07.2016 09:03;This seems really interesting  ;[]
positiv;22.07.2016 09:11;this series is so amazing and i'm so glad to be a part of this generation legitcryinrn WynonnaEarp SDCC2016 ;[{u'indices': [74, 87], u'text': u'legitcryinrn'}, {u'indices': [88, 100], u'text': u'WynonnaEarp'}, {u'indices': [101, 110], u'text': u'SDCC2016'}]
positiv;22.07.2016 09:11;To people at SDCC  - if you meet Robbie Thompson please hug him from me.;[{u'indices': [13, 18], u'text': u'SDCC'}]
neutral;22.07.2016 09:12;Today's the day to catch  at SDCC2016 - only chance for Sensies to get their Sense8 fix there! ;[{u'indices': [40, 49], u'text': u'SDCC2016'}, {u'indices': [68, 76], u'text': u'Sensies'}, {u'indices': [90, 97], u'text': u'Sense8'}]
neutral;22.07.2016 09:12;"toys au fun play Flash Gorilla Grodd 6"" SDCC Summer Convention 2016 Exclusive Pop! V...  eBay deals buynow";[{u'indices': [0, 5], u'text': u'toys'}, {u'indices': [6, 9], u'text': u'au'}, {u'indices': [10, 14], u'text': u'fun'}, {u'indices': [15, 20], u'text': u'play'}, {u'indices': [116, 121], u'text': u'eBay'}, {u'indices': [122, 128], u'text': u'deals'}, {u'indices': [129, 136], u'text': u'buynow'}]
neutral;22.07.2016 09:05;Turtelicious! from SDCC2016 ;[{u'indices': [19, 28], u'text': u'SDCC2016'}]
positiv;22.07.2016 09:04;VIOLETT'S AT SDCC YES;[]
neutral;22.07.2016 09:07;VOID STILES IS BACK ;[]
neutral;22.07.2016 09:04;wait tormund iest pas mort?? ;[]
neutral;22.07.2016 09:07;"Watch ""Marvel's Iron Fist - SDCC - First Look - Netflix [HD]"" on YouTube ";[]
neutral;22.07.2016 09:05;Watch: IronFist is the newest player in  TV universe  SDCC2016 ;[{u'indices': [7, 16], u'text': u'IronFist'}, {u'indices': [87, 96], u'text': u'SDCC2016'}]
neutral;22.07.2016 09:05;Watch: IronFist is the newest player in Marvel's TV universe  SDCC2016 ;[{u'indices': [7, 16], u'text': u'IronFist'}, {u'indices': [86, 95], u'text': u'SDCC2016'}]
positiv;22.07.2016 09:03;We know it's crowded, but push on through and get free stuff today! Small press N-2! sdcc sdcc2016 getN2it ;[{u'indices': [85, 90], u'text': u'sdcc'}, {u'indices': [91, 100], u'text': u'sdcc2016'}, {u'indices': [101, 109], u'text': u'getN2it'}]
positiv;22.07.2016 09:09;We may have partied hard tonight, but we refueled on dope Mexican food fueltheparty sdcc ;[{u'indices': [71, 84], u'text': u'fueltheparty'}, {u'indices': [85, 90], u'text': u'sdcc'}]
neutral;22.07.2016 09:04;what the hell is a stiles lol  ;[]
negativ;22.07.2016 09:14;what why is Skyeward their banner???????? awful ;[]
neutral;22.07.2016 09:06;When you spent your day off refreshing YouTube waiting for that new SDCC vid    ;[{u'indices': [68, 73], u'text': u'SDCC'}]
neutral;22.07.2016 09:15;When's DC's sdcc panel;[]
neutral;22.07.2016 09:11;Why am I not in those pics????! TheWalkingDead ;[{u'indices': [32, 47], u'text': u'TheWalkingDead'}]
neutral;22.07.2016 09:14;why tho  ;[]
positiv;22.07.2016 09:03;Wish I was at SDCC2016;[{u'indices': [14, 23], u'text': u'SDCC2016'}]
neutral;22.07.2016 09:05;"Woman walking SDCC Ballroom 20 line loudly said ""if my employees could take the time off to be here they wouldn't be my fucking employees!""";[{u'indices': [14, 19], u'text': u'SDCC'}]
positiv;22.07.2016 09:08;Yeah, this might get added to the cosplay list ;[]
neutral;22.07.2016 09:14;You I heard  is at SDCC confirm/deny;[]
neutral;22.07.2016 09:09;You know it's getting real here at  when even a homeless guy is talking about  sdcc2016;[{u'indices': [102, 111], u'text': u'sdcc2016'}]
